year,Player,Team,Pos,name,GSIS_ID,player_info
2013,Evan Royster,WAS,RB,E.Royster,00-0028115,"Evan Royster, RB"
2013,Felix Jones,PIT,RB,F.Jones,00-0026162,"Felix Jones, RB"
2013,Fozzy Whittaker,CLE,RB,F.Whittaker,00-0029731,"Fozzy Whittaker, RB"
2013,Frank Gore,SF,RB,F.Gore,00-0023500,"Frank Gore, RB"
2013,Frank Summers,BUF,FB,F.Summers,00-0026926,"Frank Summers, FB"
2013,Fred Jackson,BUF,RB,F.Jackson,00-0024204,"Fred Jackson, RB"
2013,Giovani Bernard,CIN,RB,G.Bernard,00-0030456,"Giovani Bernard, RB"
2013,Greg Jones,HOU,FB,G.Jones,00-0022897,"Greg Jones, FB"
2013,Isaac Redman,PIT,RB,I.Redman,00-0026566,"Isaac Redman, RB"
2013,Isaiah Pead,STL,RB,I.Pead,00-0029626,"Isaiah Pead, RB"
2013,Jackie Battle,TEN,RB,J.Battle,00-0025701,"Jackie Battle, RB"
2013,Jacquizz Rodgers,ATL,RB,J.Rodgers,00-0028083,"Jacquizz Rodgers, RB"
2013,Jamaal Charles,KC,RB,J.Charles,00-0026213,"Jamaal Charles, RB"
2013,James Develin,NE,FB,J.Develin,00-0027925,"James Develin, FB"
2013,James Starks,GB,RB,J.Starks,00-0027791,"James Starks, RB"
2013,Jamize Olawale,OAK,RB,J.Olawale,00-0029492,"Jamize Olawale, RB"
2013,Jason Snelling,ATL,FB,J.Snelling,00-0025631,"Jason Snelling, FB"
2013,Jed Collins,NO,FB,J.Collins,00-0026072,"Jed Collins, FB"
2013,Jeff Demps,TB,RB,J.Demps,00-0029722,"Jeff Demps, RB"
2013,Jeremy Stewart,OAK,FB,J.Stewart,00-0029441,"Jeremy Stewart, FB"
2013,John Kuhn,GB,FB,J.Kuhn,00-0022999,"John Kuhn, FB"
2013,Johnathan Franklin,GB,RB,J.Franklin,00-0030078,"Johnathan Franklin, RB"
2013,Joique Bell,DET,RB,J.Bell,00-0027218,"Joique Bell, RB"
2013,Jonathan Dwyer,PIT,RB,J.Dwyer,00-0027786,"Jonathan Dwyer, RB"
2013,Jonathan Grimes,HOU,RB,J.Grimes,00-0029510,"Jonathan Grimes, RB"
2013,Jonathan Stewart,CAR,RB,J.Stewart,00-0026153,"Jonathan Stewart, RB"
2013,Jordan Todman,JAC,RB,J.Todman,00-0028121,"Jordan Todman, RB"
2013,Joseph Randle,DAL,RB,J.Randle,00-0030388,"Joseph Randle, RB"
2013,Josh Vaughan,ATL,RB,J.Vaughan,00-0026644,"Josh Vaughan, RB"
2013,Justin Forsett,JAC,RB,J.Forsett,00-0026373,"Justin Forsett, RB"
2013,Kendall Hunter,SF,RB,K.Hunter,00-0028053,"Kendall Hunter, RB"
2013,Kenjon Barner,CAR,RB,K.Barner,00-0030465,"Kenjon Barner, RB"
2013,Khiry Robinson,NO,RB,K.Robinson,00-0030348,"Khiry Robinson, RB"
2013,Knile Davis,KC,RB,K.Davis,00-0030280,"Knile Davis, RB"
2013,Knowshon Moreno,DEN,RB,K.Moreno,00-0026988,"Knowshon Moreno, RB"
2013,Lamar Miller,MIA,RB,L.Miller,00-0029615,"Lamar Miller, RB"
2013,LaMichael James,SF,RB,L.James,00-0029260,"LaMichael James, RB"
2013,Lance Dunbar,DAL,RB,L.Dunbar,00-0029004,"Lance Dunbar, RB"
2013,LaRod Stephens-Howling,PIT,RB,L.Stephens-Howling,00-0026956,"LaRod Stephens-Howling, RB"
2013,Le'Ron McClain,SD,FB,L.McClain,00-0025524,"Le'Ron McClain, FB"
2013,Le'Veon Bell,PIT,RB,L.Bell,00-0030496,"Le'Veon Bell, RB"
2013,LeGarrette Blount,NE,RB,L.Blount,00-0027325,"LeGarrette Blount, RB"
2013,LeSean McCoy,PHI,RB,L.McCoy,00-0027029,"LeSean McCoy, RB"
2013,Marcel Reece,OAK,FB,M.Reece,00-0026393,"Marcel Reece, FB"
2013,Marcus Thigpen,MIA,RB,M.Thigpen,00-0026577,"Marcus Thigpen, RB"
2013,Mark Ingram,NO,RB,M.Ingram,00-0027966,"Mark Ingram, RB"
2013,Marshawn Lynch,SEA,RB,M.Lynch,00-0025399,"Marshawn Lynch, RB"
2013,Matt Asiata,MIN,RB,M.Asiata,00-0028198,"Matt Asiata, RB"
2013,Matt Forte,CHI,RB,M.Forte,00-0026184,"Matt Forte, RB"
2013,Maurice Jones-Drew,JAC,RB,M.Jones-Drew,00-0024275,"Maurice Jones-Drew, RB"
2013,Michael Bush,CHI,RB,M.Bush,00-0025487,"Michael Bush, RB"
2013,Michael Cox,NYG,RB,M.Cox,00-0030128,"Michael Cox, RB"
2013,Michael Hill,TB,RB,M.Hill,00-0030320,"Michael Hill, RB"
2013,Michael Robinson,SEA,FB,M.Robinson,00-0024315,"Michael Robinson, FB"
2013,Mike Gillislee,MIA,RB,M.Gillislee,00-0030433,"Mike Gillislee, RB"
2013,Mike Goodson,NYJ,RB,M.Goodson,00-0027080,"Mike Goodson, RB"
2013,Mike James,TB,RB,M.James,00-0030391,"Mike James, RB"
2013,Mike Tolbert,CAR,FB,M.Tolbert,00-0026069,"Mike Tolbert, FB"
2013,Mikel Leshoure,DET,RB,M.Leshoure,00-0027995,"Mikel Leshoure, RB"
2013,Montee Ball,DEN,RB,M.Ball,00-0030522,"Montee Ball, RB"
2013,Peyton Hillis,NYG,RB,P.Hillis,00-0026367,"Peyton Hillis, RB"
2013,Phillip Tanner,DAL,RB,P.Tanner,00-0028613,"Phillip Tanner, RB"
2013,Pierre Thomas,NO,RB,P.Thomas,00-0024813,"Pierre Thomas, RB"
2013,Rashad Jennings,OAK,RB,R.Jennings,00-0027155,"Rashad Jennings, RB"
2013,Rashard Mendenhall,ARI,RB,R.Mendenhall,00-0026163,"Rashard Mendenhall, RB"
2013,Ray Graham,HOU,RB,R.Graham,00-0030233,"Ray Graham, RB"
2013,Ray Rice,BAL,RB,R.Rice,00-0026195,"Ray Rice, RB"
2013,Reggie Bush,DET,RB,R.Bush,00-0024217,"Reggie Bush, RB"
2013,Robert Turbin,SEA,RB,R.Turbin,00-0029273,"Robert Turbin, RB"
2013,Ronnie Brown,SD,RB,R.Brown,00-0023437,"Ronnie Brown, RB"
2013,Ronnie Hillman,DEN,RB,R.Hillman,00-0029683,"Ronnie Hillman, RB"
2013,Ronnie Wingo,BUF,RB,R.Wingo,00-0029791,"Ronnie Wingo, RB"
2013,Roy Helu,WAS,RB,R.Helu,00-0028043,"Roy Helu, RB"
2013,Ryan Mathews,SD,RB,R.Mathews,00-0027864,"Ryan Mathews, RB"
2013,Shane Vereen,NE,RB,S.Vereen,00-0027994,"Shane Vereen, RB"
2013,Shaun Draughn,BAL,RB,S.Draughn,00-0028202,"Shaun Draughn, RB"
2013,Shonn Greene,TEN,RB,S.Greene,00-0026899,"Shonn Greene, RB"
2013,Spencer Ware,SEA,RB,S.Ware,00-0030414,"Spencer Ware, RB"
2013,Stanley Havili,IND,FB,S.Havili,00-0028178,"Stanley Havili, FB"
2013,Stepfan Taylor,ARI,RB,S.Taylor,00-0030282,"Stepfan Taylor, RB"
2013,Stevan Ridley,NE,RB,S.Ridley,00-0028011,"Stevan Ridley, RB"
2013,Steven Jackson,ATL,RB,S.Jackson,00-0022736,"Steven Jackson, RB"
2013,Tashard Choice,IND,RB,T.Choice,00-0026262,"Tashard Choice, RB"
2013,Theo Riddick,DET,RB,T.Riddick,00-0030107,"Theo Riddick, RB"
2013,Toby Gerhart,MIN,RB,T.Gerhart,00-0027888,"Toby Gerhart, RB"
2013,Tommy Bohanon,NYJ,FB,T.Bohanon,00-0030112,"Tommy Bohanon, FB"
2013,Trent Richardson,IND,RB,T.Richardson,00-0029675,"Trent Richardson, RB"
2013,Vick Ballard,IND,RB,V.Ballard,00-0029547,"Vick Ballard, RB"
2013,Vonta Leach,BAL,FB,V.Leach,00-0022397,"Vonta Leach, FB"
2013,Will Ta'ufo'ou,JAC,FB,W.Ta'ufo'ou,00-0026557,"Will Ta'ufo'ou, FB"
2013,Willis McGahee,CLE,RB,W.McGahee,00-0022178,"Willis McGahee, RB"
2013,Zac Stacy,STL,RB,Z.Stacy,00-0030536,"Zac Stacy, RB"
2013,A.J. Green,CIN,WR,A.Green,00-0027942,"A.J. Green, WR"
2013,A.J. Jenkins,KC,WR,A.Jenkins,00-0029654,"A.J. Jenkins, WR"
2013,Aaron Dobson,NE,WR,A.Dobson,00-0030540,"Aaron Dobson, WR"
2013,Ace Sanders,JAC,WR,A.Sanders,00-0030550,"Ace Sanders, WR"
2013,Aldrick Robinson,WAS,WR,A.Robinson,00-0028116,"Aldrick Robinson, WR"
2013,Alshon Jeffery,CHI,WR,A.Jeffery,00-0029137,"Alshon Jeffery, WR"
2013,Andre Caldwell,DEN,WR,A.Caldwell,00-0026237,"Andre Caldwell, WR"
2013,Andre Holmes,OAK,WR,A.Holmes,00-0028263,"Andre Holmes, WR"
2013,Andre Johnson,HOU,WR,A.Johnson,00-0022044,"Andre Johnson, WR"
2013,Andre Roberts,ARI,WR,A.Roberts,00-0027691,"Andre Roberts, WR"
2013,Andrew Hawkins,CIN,WR,A.Hawkins,00-0027918,"Andrew Hawkins, WR"
2013,Anquan Boldin,SF,WR,A.Boldin,00-0022084,"Anquan Boldin, WR"
2013,Antonio Brown,PIT,WR,A.Brown,00-0027793,"Antonio Brown, WR"
2013,Armanti Edwards,CLE,WR,A.Edwards,00-0027692,"Armanti Edwards, WR"
2013,Austin Collie,NE,WR,A.Collie,00-0027092,"Austin Collie, WR"
2013,Austin Pettis,STL,WR,A.Pettis,00-0028016,"Austin Pettis, WR"
2013,Ben Obomanu,NYJ,WR,B.Obomanu,00-0024463,"Ben Obomanu, WR"
2013,Brad Smith,PHI,WR,B.Smith,00-0024318,"Brad Smith, WR"
2013,Brandon Gibson,MIA,WR,B.Gibson,00-0026937,"Brandon Gibson, WR"
2013,Brandon LaFell,CAR,WR,B.LaFell,00-0027681,"Brandon LaFell, WR"
2013,Brandon Marshall,CHI,WR,B.Marshall,00-0024334,"Brandon Marshall, WR"
2013,Brandon Stokley,BAL,WR,B.Stokley,00-0015754,"Brandon Stokley, WR"
2013,Brandon Tate,CIN,WR,B.Tate,00-0027057,"Brandon Tate, WR"
2013,Brian Hartline,MIA,WR,B.Hartline,00-0027077,"Brian Hartline, WR"
2013,Brian Quick,STL,WR,B.Quick,00-0029640,"Brian Quick, WR"
2013,Brian Robiskie,ATL,WR,B.Robiskie,00-0027012,"Brian Robiskie, WR"
2013,Brian Tyms,CLE,WR,B.Tyms,00-0028984,"Brian Tyms, WR"
2013,Brice Butler,OAK,WR,B.Butler,00-0030516,"Brice Butler, WR"
2013,Brittan Golden,ARI,WR,B.Golden,00-0029336,"Brittan Golden, WR"
2013,Calvin Johnson,DET,WR,C.Johnson,00-0025389,"Calvin Johnson, WR"
2013,Cecil Shorts,JAC,WR,C.Shorts,00-0028052,"Cecil Shorts, WR"
2013,Chad Hall,KC,WR,C.Hall,00-0027188,"Chad Hall, WR"
2013,Chris Givens,STL,WR,C.Givens,00-0029614,"Chris Givens, WR"
2013,Chris Hogan,BUF,WR,C.Hogan,00-0028237,"Chris Hogan, WR"
2013,Chris Owusu,TB,WR,C.Owusu,00-0028905,"Chris Owusu, WR"
2013,Clyde Gates,NYJ,WR,C.Gates,00-0028049,"Clyde Gates, WR"
2013,Cole Beasley,DAL,WR,C.Beasley,00-0029000,"Cole Beasley, WR"
2013,Cordarrelle Patterson,MIN,WR,C.Patterson,00-0030578,"Cordarrelle Patterson, WR"
2013,Da'Rick Rogers,IND,WR,D.Rogers,00-0030043,"Da'Rick Rogers, WR"
2013,Damaris Johnson,PHI,WR,D.Johnson,00-0029435,"Damaris Johnson, WR"
2013,Damian Williams,TEN,WR,D.Williams,00-0027893,"Damian Williams, WR"
2013,Dane Sanzenbacher,CIN,WR,D.Sanzenbacher,00-0028352,"Dane Sanzenbacher, WR"
2013,Danny Amendola,NE,WR,D.Amendola,00-0026035,"Danny Amendola, WR"
2013,Darius Johnson,ATL,WR,D.Johnson,00-0029778,"Darius Johnson, WR"
2013,Darrius Heyward-Bey,IND,WR,D.Heyward-Bey,00-0026983,"Darrius Heyward-Bey, WR"
2013,David Nelson,NYJ,WR,D.Nelson,00-0027322,"David Nelson, WR"
2013,David Reed,IND,WR,D.Reed,00-0027755,"David Reed, WR"
2013,Davone Bess,CLE,WR,D.Bess,00-0026000,"Davone Bess, WR"
2013,DeAndre Hopkins,HOU,WR,D.Hopkins,00-0030564,"DeAndre Hopkins, WR"
2013,Demaryius Thomas,DEN,WR,D.Thomas,00-0027874,"Demaryius Thomas, WR"
2013,Denarius Moore,OAK,WR,D.Moore,00-0028086,"Denarius Moore, WR"
2013,Deonte Thompson,BAL,WR,D.Thompson,00-0029388,"Deonte Thompson, WR"
2013,Derek Moye,PIT,WR,D.Moye,00-0029108,"Derek Moye, WR"
2013,DeSean Jackson,PHI,WR,D.Jackson,00-0026189,"DeSean Jackson, WR"
2013,DeVier Posey,HOU,WR,D.Posey,00-0029673,"DeVier Posey, WR"
2013,Dexter McCluster,KC,WR,D.McCluster,00-0027651,"Dexter McCluster, WR"
2013,Dez Bryant,DAL,WR,D.Bryant,00-0027902,"Dez Bryant, WR"
2013,Domenik Hixon,CAR,WR,D.Hixon,00-0024345,"Domenik Hixon, WR"
2013,Donnie Avery,KC,WR,D.Avery,00-0026173,"Donnie Avery, WR"
2013,Dorin Dickerson,DET,WR,D.Dickerson,00-0027819,"Dorin Dickerson, WR"
2013,Doug Baldwin,SEA,WR,D.Baldwin,00-0028434,"Doug Baldwin, WR"
2013,Drew Davis,ATL,WR,D.Davis,00-0028307,"Drew Davis, WR"
2013,Dwayne Bowe,KC,WR,D.Bowe,00-0025410,"Dwayne Bowe, WR"
2013,Dwayne Harris,DAL,WR,D.Harris,00-0028114,"Dwayne Harris, WR"
2013,Earl Bennett,CHI,WR,E.Bennett,00-0026210,"Earl Bennett, WR"
2013,Eddie Royal,SD,WR,E.Royal,00-0026182,"Eddie Royal, WR"
2013,Emmanuel Sanders,PIT,WR,E.Sanders,00-0027685,"Emmanuel Sanders, WR"
2013,Eric Decker,DEN,WR,E.Decker,00-0027690,"Eric Decker, WR"
2013,Eric Page,TB,WR,E.Page,00-0029098,"Eric Page, WR"
2013,Eric Weems,CHI,WR,E.Weems,00-0024535,"Eric Weems, WR"
2013,Golden Tate,SEA,WR,G.Tate,00-0027891,"Golden Tate, WR"
2013,Greg Jenkins,OAK,WR,G.Jenkins,00-0030370,"Greg Jenkins, WR"
2013,Greg Jennings,MIN,WR,G.Jennings,00-0024267,"Greg Jennings, WR"
2013,Greg Little,CLE,WR,G.Little,00-0027997,"Greg Little, WR"
2013,Greg Salas,NYJ,WR,G.Salas,00-0028050,"Greg Salas, WR"
2013,Griff Whalen,IND,WR,G.Whalen,00-0029033,"Griff Whalen, WR"
2013,Hakeem Nicks,NYG,WR,H.Nicks,00-0027005,"Hakeem Nicks, WR"
2013,Harry Douglas,ATL,WR,H.Douglas,00-0026224,"Harry Douglas, WR"
2013,Jacoby Ford,OAK,WR,J.Ford,00-0027709,"Jacoby Ford, WR"
2013,Jacoby Jones,BAL,WR,J.Jones,00-0025460,"Jacoby Jones, WR"
2013,James Jones,GB,WR,J.Jones,00-0025465,"James Jones, WR"
2013,Jarius Wright,MIN,WR,J.Wright,00-0029572,"Jarius Wright, WR"
2013,Jaron Brown,ARI,WR,J.Brown,00-0030300,"Jaron Brown, WR"
2013,Jarrett Boykin,GB,WR,J.Boykin,00-0029051,"Jarrett Boykin, WR"
2013,Jason Avant,PHI,WR,J.Avant,00-0024324,"Jason Avant, WR"
2013,Jeff Maehl,PHI,WR,J.Maehl,00-0028543,"Jeff Maehl, WR"
2013,Jeremy Ebert,JAC,WR,J.Ebert,00-0029552,"Jeremy Ebert, WR"
2013,Jeremy Kerley,NYJ,WR,J.Kerley,00-0028091,"Jeremy Kerley, WR"
2013,Jeremy Ross,DET,WR,J.Ross,00-0028249,"Jeremy Ross, WR"
2013,Jermaine Kearse,SEA,WR,J.Kearse,00-0029159,"Jermaine Kearse, WR"
2013,Jerome Simpson,MIN,WR,J.Simpson,00-0026186,"Jerome Simpson, WR"
2013,Jerrel Jernigan,NYG,WR,J.Jernigan,00-0028021,"Jerrel Jernigan, WR"
2013,Jerricho Cotchery,PIT,WR,J.Cotchery,00-0022811,"Jerricho Cotchery, WR"
2013,Joe Anderson,CHI,WR,J.Anderson,00-0029494,"Joe Anderson, WR"
2013,Joe Webb,MIN,WR,J.Webb,00-0027796,"Joe Webb, WR"
2013,Jon Baldwin,SF,WR,J.Baldwin,00-0027964,"Jon Baldwin, WR"
2013,Jordy Nelson,GB,WR,J.Nelson,00-0026176,"Jordy Nelson, WR"
2013,Josh Boyce,NE,WR,J.Boyce,00-0030474,"Josh Boyce, WR"
2013,Josh Cooper,CLE,WR,J.Cooper,00-0028930,"Josh Cooper, WR"
2013,Josh Cribbs,NYJ,WR,J.Cribbs,00-0023176,"Josh Cribbs, WR"
2013,Josh Gordon,CLE,WR,J.Gordon,00-0029664,"Josh Gordon, WR"
2013,Josh Morgan,WAS,WR,J.Morgan,00-0026314,"Josh Morgan, WR"
2013,Julian Edelman,NE,WR,J.Edelman,00-0027150,"Julian Edelman, WR"
2013,Julian Talley,NYG,WR,J.Talley,00-0029367,"Julian Talley, WR"
2013,Julio Jones,ATL,WR,J.Jones,00-0027944,"Julio Jones, WR"
2013,Junior Hemingway,KC,WR,J.Hemingway,00-0029311,"Junior Hemingway, WR"
2013,Juron Criner,OAK,WR,J.Criner,00-0029702,"Juron Criner, WR"
2013,Justin Blackmon,JAC,WR,J.Blackmon,00-0029707,"Justin Blackmon, WR"
2013,Justin Hunter,TEN,WR,J.Hunter,00-0030521,"Justin Hunter, WR"
2013,Kassim Osgood,SF,WR,K.Osgood,00-0021570,"Kassim Osgood, WR"
2013,Keenan Allen,SD,WR,K.Allen,00-0030279,"Keenan Allen, WR"
2013,Kenbrell Thompkins,NE,WR,K.Thompkins,00-0030000,"Kenbrell Thompkins, WR"
2013,Kendall Wright,TEN,WR,K.Wright,00-0029708,"Kendall Wright, WR"
2013,Kenny Britt,TEN,WR,K.Britt,00-0027006,"Kenny Britt, WR"
2013,Kenny Stills,NO,WR,K.Stills,00-0030085,"Kenny Stills, WR"
2013,Kerry Taylor,JAC,WR,K.Taylor,00-0028606,"Kerry Taylor, WR"
2013,Keshawn Martin,HOU,WR,K.Martin,00-0029415,"Keshawn Martin, WR"
2013,Kevin Cone,ATL,WR,K.Cone,00-0028792,"Kevin Cone, WR"
2013,Kevin Ogletree,DET,WR,K.Ogletree,00-0026780,"Kevin Ogletree, WR"
2013,Kris Durham,DET,WR,K.Durham,00-0028045,"Kris Durham, WR"
2013,Lamaar Thomas,JAC,WR,L.Thomas,00-0029856,"Lamaar Thomas, WR"
2013,Lance Moore,NO,WR,L.Moore,00-0023310,"Lance Moore, WR"
2013,Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921,"Larry Fitzgerald, WR"
2013,LaVon Brazill,IND,WR,L.Brazill,00-0029548,"LaVon Brazill, WR"
2013,Leonard Hankerson,WAS,WR,L.Hankerson,00-0028017,"Leonard Hankerson, WR"
2013,Lestar Jean,HOU,WR,L.Jean,00-0028542,"Lestar Jean, WR"
2013,Louis Murphy,NYG,WR,L.Murphy,00-0027089,"Louis Murphy, WR"
2013,Malcom Floyd,SD,WR,M.Floyd,00-0022414,"Malcom Floyd, WR"
2013,Marcus Easley,BUF,WR,M.Easley,00-0027708,"Marcus Easley, WR"
2013,Mario Manningham,SF,WR,M.Manningham,00-0026235,"Mario Manningham, WR"
2013,Markus Wheaton,PIT,WR,M.Wheaton,00-0030460,"Markus Wheaton, WR"
2013,Marlon Brown,BAL,WR,M.Brown,00-0030400,"Marlon Brown, WR"
2013,Marlon Moore,MIA,WR,M.Moore,00-0027356,"Marlon Moore, WR"
2013,Marques Colston,NO,WR,M.Colston,00-0024466,"Marques Colston, WR"
2013,Marquess Wilson,CHI,WR,M.Wilson,00-0030047,"Marquess Wilson, WR"
2013,Marquise Goodwin,BUF,WR,M.Goodwin,00-0030068,"Marquise Goodwin, WR"
2013,Marvin Jones,CIN,WR,M.Jones,00-0029293,"Marvin Jones, WR"
2013,Marvin McNutt,CAR,WR,M.McNutt,00-0029424,"Marvin McNutt, WR"
2013,Michael Campbell,NYJ,WR,M.Campbell,00-0028293,"Michael Campbell, WR"
2013,Michael Crabtree,SF,WR,M.Crabtree,00-0026986,"Michael Crabtree, WR"
2013,Michael Floyd,ARI,WR,M.Floyd,00-0029638,"Michael Floyd, WR"
2013,Michael Preston,TEN,WR,M.Preston,00-0028362,"Michael Preston, WR"
2013,Mike Brown,JAC,WR,M.Brown,00-0029155,"Mike Brown, WR"
2013,Mike Wallace,MIA,WR,M.Wallace,00-0026901,"Mike Wallace, WR"
2013,Mike Williams,TB,WR,M.Williams,00-0027702,"Mike Williams, WR"
2013,Miles Austin,DAL,WR,M.Austin,00-0023921,"Miles Austin, WR"
2013,Mohamed Sanu,CIN,WR,M.Sanu,00-0029632,"Mohamed Sanu, WR"
2013,Myles White,GB,WR,M.White,00-0030274,"Myles White, WR"
2013,Nate Burleson,DET,WR,N.Burleson,00-0021999,"Nate Burleson, WR"
2013,Nate Washington,TEN,WR,N.Washington,00-0023367,"Nate Washington, WR"
2013,Nick Toon,NO,WR,N.Toon,00-0029667,"Nick Toon, WR"
2013,Nick Williams,WAS,WR,N.Williams,00-0029848,"Nick Williams, WR"
2013,Pat Edwards,DET,WR,P.Edwards,00-0029227,"Pat Edwards, WR"
2013,Percy Harvin,SEA,WR,P.Harvin,00-0026998,"Percy Harvin, WR"
2013,Pierre Garcon,WAS,WR,P.Garcon,00-0026345,"Pierre Garcon, WR"
2013,Quinton Patton,SF,WR,Q.Patton,00-0030450,"Quinton Patton, WR"
2013,Randall Cobb,GB,WR,R.Cobb,00-0028002,"Randall Cobb, WR"
2013,Reggie Wayne,IND,WR,R.Wayne,00-0020498,"Reggie Wayne, WR"
2013,Ricardo Lockette,SEA,WR,R.Lockette,00-0028442,"Ricardo Lockette, WR"
2013,Riley Cooper,PHI,WR,R.Cooper,00-0027758,"Riley Cooper, WR"
2013,Rishard Matthews,MIA,WR,R.Matthews,00-0029580,"Rishard Matthews, WR"
2013,Robert Meachem,NO,WR,R.Meachem,00-0025414,"Robert Meachem, WR"
2013,Robert Woods,BUF,WR,R.Woods,00-0030431,"Robert Woods, WR"
2013,Rod Streater,OAK,WR,R.Streater,00-0029129,"Rod Streater, WR"
2013,Roddy White,ATL,WR,R.White,00-0023462,"Roddy White, WR"
2013,Rueben Randle,NYG,WR,R.Randle,00-0029262,"Rueben Randle, WR"
2013,Ryan Broyles,DET,WR,R.Broyles,00-0029209,"Ryan Broyles, WR"
2013,Saalim Hakim,NYJ,WR,S.Hakim,00-0029006,"Saalim Hakim, WR"
2013,Santana Moss,WAS,WR,S.Moss,00-0020494,"Santana Moss, WR"
2013,Santonio Holmes,NYJ,WR,S.Holmes,00-0024240,"Santonio Holmes, WR"
2013,Seyi Ajirotutu,SD,WR,S.Ajirotutu,00-0027581,"Seyi Ajirotutu, WR"
2013,Sidney Rice,SEA,WR,S.Rice,00-0025431,"Sidney Rice, WR"
2013,Skye Dawson,TB,WR,S.Dawson,00-0029868,"Skye Dawson, WR"
2013,Stedman Bailey,STL,WR,S.Bailey,00-0030532,"Stedman Bailey, WR"
2013,Stephen Burton,JAC,WR,S.Burton,00-0028174,"Stephen Burton, WR"
2013,Stephen Hill,NYJ,WR,S.Hill,00-0028995,"Stephen Hill, WR"
2013,Stephen Williams,JAC,WR,S.Williams,00-0027349,"Stephen Williams, WR"
2013,Steve Johnson,BUF,WR,S.Johnson,00-0026364,"Steve Johnson, WR"
2013,Steve Smith,CAR,WR,S.Smith,00-0020337,"Steve Smith, WR"
2013,T.Y. Hilton,IND,WR,T.Hilton,00-0029608,"T.Y. Hilton, WR"
2013,Tandon Doss,BAL,WR,T.Doss,00-0028061,"Tandon Doss, WR"
2013,Tavon Austin,STL,WR,T.Austin,00-0030525,"Tavon Austin, WR"
2013,Ted Ginn,CAR,WR,T.Ginn,00-0025396,"Ted Ginn, WR"
2013,Teddy Williams,ARI,WR,T.Williams,00-0027853,"Teddy Williams, WR"
2013,Terrance Williams,DAL,WR,T.Williams,00-0030542,"Terrance Williams, WR"
2013,Tiquan Underwood,TB,WR,T.Underwood,00-0027156,"Tiquan Underwood, WR"
2013,Tori Gurley,CLE,WR,T.Gurley,00-0028596,"Tori Gurley, WR"
2013,Torrey Smith,BAL,WR,T.Smith,00-0027996,"Torrey Smith, WR"
2013,Travis Benjamin,CLE,WR,T.Benjamin,00-0029269,"Travis Benjamin, WR"
2013,Trevor Graham,BUF,WR,T.Graham,00-0029660,"Trevor Graham, WR"
2013,Victor Cruz,NYG,WR,V.Cruz,00-0027265,"Victor Cruz, WR"
2013,Vincent Brown,SD,WR,V.Brown,00-0028020,"Vincent Brown, WR"
2013,Vincent Jackson,TB,WR,V.Jackson,00-0023496,"Vincent Jackson, WR"
2013,Wes Welker,DEN,WR,W.Welker,00-0022427,"Wes Welker, WR"
2013,Alex Smith,CIN,TE,A.Smith,00-0023506,"Alex Smith, TE"
2013,Allen Reisner,JAC,TE,A.Reisner,00-0028267,"Allen Reisner, TE"
2013,Andrew Quarless,GB,TE,A.Quarless,00-0027753,"Andrew Quarless, TE"
2013,Anthony Fasano,KC,TE,A.Fasano,00-0024268,"Anthony Fasano, TE"
2013,Antonio Gates,SD,TE,A.Gates,00-0021547,"Antonio Gates, TE"
2013,Bear Pascoe,NYG,TE,B.Pascoe,00-0026931,"Bear Pascoe, TE"
2013,Benjamin Watson,NO,TE,B.Watson,00-0022943,"Benjamin Watson, TE"
2013,Billy Bajema,BAL,TE,B.Bajema,00-0023679,"Billy Bajema, TE"
2013,Brandon Bostick,GB,TE,B.Bostick,00-0029601,"Brandon Bostick, TE"
2013,Brandon Myers,NYG,TE,B.Myers,00-0027135,"Brandon Myers, TE"
2013,Brandon Pettigrew,DET,TE,B.Pettigrew,00-0026996,"Brandon Pettigrew, TE"
2013,Brent Celek,PHI,TE,B.Celek,00-0025549,"Brent Celek, TE"
2013,Charles Clay,MIA,TE,C.Clay,00-0028112,"Charles Clay, TE"
2013,Chase Coffman,ATL,TE,C.Coffman,00-0027069,"Chase Coffman, TE"
2013,Chase Ford,MIN,TE,C.Ford,00-0029432,"Chase Ford, TE"
2013,Chris Gragg,BUF,TE,C.Gragg,00-0030049,"Chris Gragg, TE"
2013,Clay Harbor,JAC,TE,C.Harbor,00-0027725,"Clay Harbor, TE"
2013,Coby Fleener,IND,TE,C.Fleener,00-0029697,"Coby Fleener, TE"
2013,Cory Harkey,STL,TE,C.Harkey,00-0028958,"Cory Harkey, TE"
2013,Craig Stevens,TEN,TE,C.Stevens,00-0026225,"Craig Stevens, TE"
2013,D.J. Williams,NE,TE,D.Williams,00-0028079,"D.J. Williams, TE"
2013,Dallas Clark,BAL,TE,D.Clark,00-0022165,"Dallas Clark, TE"
2013,Danny Noble,JAC,TE,D.Noble,00-0029183,"Danny Noble, TE"
2013,Dante Rosario,CHI,TE,D.Rosario,00-0025542,"Dante Rosario, TE"
2013,David Johnson,PIT,TE,D.Johnson,00-0026957,"David Johnson, TE"
2013,David Paulson,PIT,TE,D.Paulson,00-0029218,"David Paulson, TE"
2013,Delanie Walker,TEN,TE,D.Walker,00-0024389,"Delanie Walker, TE"
2013,Dennis Pitta,BAL,TE,D.Pitta,00-0027714,"Dennis Pitta, TE"
2013,Dion Sims,MIA,TE,D.Sims,00-0030422,"Dion Sims, TE"
